ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag,,owner,owner_source,corporate_actor,corporate_actor_source,main_company,main_company_flag,subsidiaries_and_affiliates,main_company_and_subsidiaries_source,remarks
412992000,XINSHIJI67,8672524,BZUZ4,drifting_longlines,CHN,48.6,497,882,3623.6,2675.08,3024.94,2598.06,ZHEJING NEW TIMES INTERNATIONAL FISHERIES,"NO.499 QINGTAI STREET HANGZHOU, CHINA",CHN,TRUE,"ZHEJIANG NEW TIMES INTERNATIONAL FISHERIES CO., LTD.",WCPFC,"Zhejiang New Times International Fisheries Co., Ltd",https://fis.com/fis/companies/details.asp?l=e&filterby=companies&company=fish&page=169&company_id=102336&country_id=    https://panjiva.com/Zhejiang-New-Times-International-Fisheries-Co-Ltd/30395228,"Zhejiang New Times International Fisheries Co., Ltd",CHN,NA,NA,possibly part of Zhejiang Ocean Family
412111132,ZHONGYANG132,NA,NA,NA,CHN,43.76,481.31,797.19,1046.96,305.79,1027.1,305.79,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
440952000,DONGWON620,8821498,6LCI,drifting_longlines,KOR,51.96,454.78,888.77,8510.65,4918.67,6437.34,4270.8,DONGWON FISHERIES,"824-24, YEOKSAM-DONG, KANGNAM-GU, SEOUL, KOREA",KOR,TRUE,"Dongwon Industries Co., Ltd.",WCPFC,"Dongwon Industries Co., Ltd.",http://fis.com/fis/companies/details.asp?l=e&company_id=158156,"Dongwon Enterprise Co., Ltd.",KOR,"Parent:  Dongwon Enterprise Co., Ltd. Subsidiaries: Dongbu Express Co., Ltd., Dongbu Gosok Corporation, Societe De Conserverie En Afrique Sa, Panapesca Fishing, Inc, Aju Logistics, StarKist Tuna  Subsidiaries to  Dongwon Enterprise Co., ltd.: Subsidiaries: Dongwon F&B Co., Ltd., Starkist Seafood Co. - Headquearters, Dongwon Home Food, Dongwon Industries Co., Ltd",google search and http://fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=&page=1&company_id=155923,NA
412440506,FUYUANYU170,NA,NA,squid_jigger,CHN,56.25,1643.16,1443.86,3524.6,770.49,3119.21,766.45,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
664632000,CHUNI318,8996267,S7OC,drifting_longlines,SYC,59.2,625,1473.86,3855.03,1403.87,1472.9,788.3,YOW SHING FISHERIES,"C/O A. C. T. OFFSHORE LIMITED, 1ST FLOOR OLIAJI TRADE CENTRE, FRANCIS RACHEL STREET, P. O. BOX 1377, VICTORIA, MAHÉ, REPUBLIC OF SEYCHELLES",SYC,TRUE,Yow Shing Fishery Company Limited,IOTC: http://www.iotc.org/vessels/history/86703,Yow Shing Fishery Co Ltd,https://world-ships.net/company/76e6f17b4a7c835cd2c31b57476f0253#.XCMB_neZNn4,Yow Shing Fishery Co Ltd,SYC,Acting through: A. C. T. Offshore Limited,http://www.iotc.org/vessels/history/86703     https://www.actoffshore.com/,Vessel Name: Checked with Marine Traffic
412440498,706,NA,NA,squid_jigger,CHN,53.76,796.4,803.07,5124.87,1037.62,4469.04,1026.61,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
224099450,SEGUNDORIBEL,8716394,EDQD,drifting_longlines,ESP,28.6,203.8,444.39,7198.75,3396.2,5612.22,3201.87,PESQUERA LOLO,"CALLE TRANSVERSAL SOLANAS, 7 LA GUARDIA CP 36780 PONTEVEDRA",ESP,TRUE,"Pesquera Lolo, S.L.",IATTC,"Pesquera Lolo, S.L.",https://www.einforma.com/informacion-empresa/pesquera-lolo,"Pesquera Lolo, S.L.",ESP,affiliated with ORPAGU Organizacion de Palangreros Guardeses,https://www.orpagu.com/or-pa-gu/flota/  http://www.hoovers.com/company-information/cs/company-profile.organizacion_de_productores_de_palangreros_guardeses.1c58d1fb8066b15f.html https://fis.com/fis/companies/details.asp?l=s&company_id=71825  https://www.orpagu.com/,NA
600900000,FUYUANYUA6081,NA,NA,squid_jigger,NA,37.85,505.72,503.23,5175.33,2458.63,4689.39,2409.49,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
224578000,XUXO,9329071,ECHX,drifting_longlines,ESP,29.79,238,444.39,7566.39,2467.91,6554.35,2362.72,PESQUERA ALBA,"CALLE MALTESES, 103 LA GUARDIA CP 36780 PONTEVEDRA",ESP,TRUE,PESQUERA ALBA S.L,IATTC,PESQUERA ALBA S.L,http://www.expansion.com/directorio-empresas/pesquera-alba-sl_1509130_C37_36.html,"Pescados Alba, S.L.",ESP,affiliated with ORPAGU Organizacion de Palangreros Guardeses,https://www.orpagu.com/or-pa-gu/flota/  http://www.hoovers.com/company-information/cs/company-profile.organizacion_de_productores_de_palangreros_guardeses.1c58d1fb8066b15f.html https://fis.com/fis/companies/details.asp?l=s&company_id=71825  https://www.orpagu.com/,NA
432370000,EHIMEMARU,9267845,7JPF,drifting_longlines,JPN,50.25,479,1323,8569.76,139.7,710.35,111.73,EHIME KEN,"4-4-2,ICHIBAN-CHO,MATSUYAMA-SHI,EHIME,JAPAN",JPN,TRUE,EHIME KEN,WCPFC,Japanese Prefecture,NA,RESEARCH/GOVERNMENT,NA,NA,NA,NA
367798710,PAULINE2,NA,NA,drifting_longlines,USA,16.81,57.87,148.82,577.87,193.5,190.62,190.1,SKI PATROL FISHERIES,"1131 BANYAN ST. #A, HONOLULU, HI 96817, USA",USA,TRUE,"SKI PATROL FISHERIES, LLC",WCPFC,"SKI PATROL FISHERIES, LLC",https://www.fisheries.noaa.gov/pacific-islands/commercial-fishing/pacific-islands-permit-holders,"SKI PATROL FISHERIES, LLC",USA,"Affiliated with King Charles Fishery, LLC (same address)",https://www.wcpfc.int/node/20386,NA
416002198,JINCHANG6,NA,BJ4769,drifting_longlines,TWN,27.96,98,765.4,5122.86,3071.22,4345.31,3068.89,WU YIH FEN,"NO.88, FOXI ST., QIANZHEN DIST., KAOHSIUNG CITY 80666, TAIWAN",TWN,TRUE,"WU, YIH-FEN",WCPFC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel: Vessel Name: Checked with Marine Traffic
412331011,LURONGYUANYU137,9730464,BCFA2,drifting_longlines,CHN,40.26,307,632.97,8031.14,4821.33,2896.81,1726.89,NA,NA,NA,FALSE,SHANDONG LIDAO OCEANIC TECHNOLOGY CO LTD,IATTC,Shandong Lidao Oceanic Technology Co Ltd,http://en.shizaobao.cn/   https://www.bloomberg.com/profiles/companies/0476767D:CH-shandong-lidao-ocean-technology-co-ltd    https://panjiva.com/Shandong-Lidao-Oceanic-Technology-Co-Ltd/26596983    https://www.bloomberg.com/profiles/companies/1400152D:CH-shandong-lidao-oceanic-technology-co-ltd    https://cn.kompass.com/c/shandong-lidao-oceanic-technology-co-ltd/cn218315/,Shandong Lidao Oceanic Technology Co Ltd,CHN,NA,NA,Vessel Name: Checked with Marine Traffic
416003149,CHINGYIHWANQ,NA,BK7147,drifting_longlines,TWN,20.1,40.97,373,7536.26,4113.17,4781.44,4072.08,TSENG CHING TING,"NO.7-4, GUANGFU RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 93248, TAIWAN",TWN,TRUE,"TSENG, CHING-TING",GFW,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
416168600,FUYUAN2,8652225,BI2583,drifting_longlines,TWN,59.2,627,1176.89,7986.42,6188.45,7531.8,6188.45,DA MING FISHERIES,"2ND FLOOR, 82, ERSHENG 1ST ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80649, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,"DA MING FISHERY CO., LTD.",WCPFC,"DA MING FISHERY CO., LTD.",http://www.hoovers.com/company-information/cs/company-profile.da_ming_fishery_co_ltd.558b851e643f2c9c.html   https://world-ships.net/company/4f9fa19d0c651493b7300786778cb4be#.XAv1GZNKjwc,"DA MING FISHERY CO., LTD.",TWN,NA,NA,NA
416174600,MENGFA316,8961494,BI2587,drifting_longlines,TWN,59.2,625,1695.05,3579.6,1985.18,2991.22,1953.51,CHEN SU CHUN HUI,"39, GUNAN STREET, GUSHAN DISTRICT, KAOHSIUNG CITY, 80443, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,MENG HUA FISHERY CO LTD,GFW,MENG HUA FISHERY CO LTD,https://marbnet.com/directory/listing/meng-hua-fishery-co-ltd  https://world-ships.net/company/29b0a6ff8623b5740b97655fba137c5a#.XRWbs9NKjaY  https://mclloydbis.com/profile/661298/meng-hua-fishery-co-ltd.html,MENG HUA FISHERY CO LTD,TWN,NA,NA,NA
431000343,SYUHOMARU13,NA,NA,drifting_longlines,JPN,27.05,169.86,533.54,6843.99,3596.89,4335.75,3061.35,NA,NA,NA,FALSE,YUGEN KAISHA TOCHIKA SUISAN,WCPFC,TOCHIKA SUISAN YK,http://www.hoovers.com/company-information/cs/company-profile.tochika_suisan_yk.a2e804ccb34a3be0.html,TOCHIKA SUISAN YK,JPN,NA,NA,Only one source found for corporate actor: Vessel Name: Checked with Marine Traffic
416038700,HONGSHING,8652407,BEMW,drifting_longlines,TWN,56.9,725.19,994.67,2506.77,1475.22,2306.11,1475.22,TSAI YU YIN,"NO.370, NANPING RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92846, TAIWAN (R.O.C.)",TWN,TRUE,"HUANG DER FISHERY CO., LTD",GFW,"HUANG DER FISHERY CO., LTD",http://www.hoovers.com/company-information/cs/company-profile.huang_der_fishery_co_ltd.0cac8808c0165fe4.html  https://www.infobel.com/en/taiwan/huang_der_fishery_co_ltd/kaohsiung_city/TW100395498-078154423/businessdetails.aspx  https://world-ships.net/company/09898cc925dd7d8168f3356a13033179#.XRw5pJNKgWo,"HUANG DER FISHERY CO., LTD",TWN,NA,NA,NA
412420467,PUYUAN898,8779803,BZ6VK,squid_jigger,CHN,44.98,496,918.3,6692,1751.34,6333,1751.34,ZHOUSHAN HONGPU OCEAN FISHERIES,"SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,ZHOUSHAN HONGPU OCEAN FISHERY,GFW,ZHOUSHAN HONGPU OCEAN FISHERY CO LTD,https://world-ships.net/company/9e4b79c3d660e243906bfdc55e56fe2a#.XAHwppNKjwc    https://panjiva.com/Zhoushan-Ocean-Fishery-Co-Ltd-Hong-Pu/37558833   http://www.hoovers.com/company-information/cs/company-profile.zhoushan_hongpu_blue-waters_fishery_coltd.4f4369430764602e.html,"Zhoushan Hongpu Ocean Fishery Co., Ltd",CHN,NA,NA,"Hoovers website has the right address, slightly different name and very low income comparatively to the amount of vessels because it is an aquaculture branch of company"
412329588,LURONGYUANYU299,9813228,BBIE9,drifting_longlines,CHN,38.8,276,753.64,8735.82,5933.8,2702.9,2384.09,RONGCHENG MASHAN OCEAN FISHERIES,MASHAN CHENGSHAN TOWN RONGCHENG CITY SHANDONG PROVINCE,CHN,TRUE,"RONGCHENG MASHAN OCEAN FISHERY CO., LTD.",GFW,"Rongcheng Mashan Ocean Fishery Co.,Ltd",https://world-ships.net/company/0a8e4334a45b8b23c5fd8eba5e57c664#.W15oXdhKjwc   https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=54461312,"Rongcheng Mashan Group Co., Ltd.",CHN,"Parent: Rongcheng Mashan Group Co., Ltd.",http://www.hoovers.com/company-information/cs/company-profile.mashan_group_co_ltd.2dd2bb648b95f98f.html,NA
416005645,JIINSHUNHORNG168,NA,NA,drifting_longlines,TWN,49.34,394.88,783.4,1255.32,629.72,1145.53,629.72,NA,NA,NA,FALSE,"TA HORNG MARINE PRODUCTS CO.,LTD",ICCAT,"TA HORNG MARINE PRODUCTS CO.,LTD",http://www.oprt.or.jp/whitelist3/TF1_result_creator.cgi,"TA HORNG MARINE PRODUCTS CO.,LTD",TWN,NA,NA,Extremely Limited information found on corporate actor
200016830,NA,NA,NA,tuna_purse_seines,NA,58.23,1763.33,728.23,2227.48,464.04,1432.29,439.27,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
412200078,LIAOJINLUN108,9004774,BZTF8,drifting_longlines,CHN,57.31,636,735,7867.7,6207.59,7535.58,6202.87,LIAONING KIMLINER OCEAN FISHING,NA,CHN,TRUE,"Liaoning Kimliner Ocean Fishing Co., LTD",IATTC,"Liaoning Kimliner Ocean Fishing Co., LTD",http://www.chaojixinxi.com/waimaogongsi/show.php?id=221088   https://world-ships.net/company/0cd9fbaf2f7f3a5be1816999c24c613f#.W1T9zthKjwc,"Liaoning Kimliner Ocean Fishing Co., LTD",CHN,NA,NA,NA
412280994,CHANGRONG5,8670289,BZYE8,drifting_longlines,CHN,48.6,612,982.96,7207.26,4720.05,6624.37,4717.02,CHINA NATIONAL FISHERIES,"19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN,TRUE,"CNFC OVERSEAS FISHERIES CO., LTD",ICCAT: through FAO database,"CNFC OVERSEAS FISHERIES CO., LTD",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=20368299,"China National Agricultural Development Group Co., Ltd",CHN,"Majority Shareholder: China National Agricultural Development Group Co., Ltd subsidiaries: CNFC Zhoushan Marine Fisheries Co., Dalian Fishing Vessel Co., Senegal Peche S.A. / Senegal Armament S.A.,Yantai Golden Hover Foods Processing Factory (CNFC Group),CNFC China National Fisheries Corporation (CNFC Group),Yantai Marine Fisheries Corp. (CNFC Group), Mauritano-Chinoise de Peche (CNFC Group)",http://www.fis.com/fis/companies/details.asp?l=e&filterby=activities&activity_id=1261&page=1&company_id=32635&country_id=cn https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=22386982 http://www.cofc.com.cn/en/Index.aspx,Vessel Name: Checked with Marine Traffic
412439756,HAIFENG3,NA,BZ1VU,squid_jigger,CHN,53.45,699,662,7750.8,2160.17,7204.83,2147.59,NINGBO HAIFENG OCEAN FISHERIES,"209-8, DAQING BEILU, JIANGBEI QU, NINGBO, ZHEJIANG, 315032, CHINA.",CHN,TRUE,"NINGBO HAIFENG OCEAN FISHERIES (EFFECTIVE 2012-05-23) IMO COMPANY NUMBER 4230971 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhejiang Ocean Fisheries Co., Ltd",http://pakistanfish.com/fisheries-projects/,"Wanxiang Sannong Group Co., Ltd.",CHN,"Zhejiang Ocean Family Co., Ltd invested by Wanxiang group",http://www.fis.com/fis/companies/details.asp?l=e&filterby=products&product_id=1307&page=1&company_id=140553&country_id=cn,"Zhejiang Ocean Family Co., Ltd wholly owns Ningbo Haifeng: Vessel Name: Checked with Marine Traffic"
416004790,HUNGJIEWEI669,9759941,BH3437,drifting_longlines,TWN,39,320,660.16,6144.13,2813.73,2372.49,899.34,HUNG WIN FISHERIES,"4TH FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,"HUNG WIN FISHERY CO., LTD",CCSBT: https://www.ccsbt.org/en/vessel/17002,"HUNG WIN FISHERY CO., LTD",http://www.hoovers.com/company-information/cs/company-profile.hung_win_fishery_co_ltd.e8af406bf282c47f.html   https://world-ships.com/company/d2eb12c6195eefe14b8fdc35b2576679#.XB7Dt3eZNn4,"HUNG WIN FISHERY CO., LTD",TWN,NA,NA,NA
228071900,PENDRUC,9741102,FIXF,tuna_purse_seines,FRA,77,2357,3920,6550.04,1536.24,3000.62,887.19,COMPAGNIE FRANCAISE DU THON OCEANIQUE,9 RUE DU PROFESSEUR LEGENDRE,FRA,TRUE,COMPAGNIE FRANCAISE DU THON OCEANIQUE,IOTC,COMPAGNIE FRANCAISE DU THON OCEANIQUE,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=45842190        http://fis.com/FIS/Worldnews/search_brief.asp?l=e&id=80859&ndb=1&monthyear=&day=1&country=71&df=1,Pp Groep Katwijk B.V.,NLD,"Parent Organization: Parlevliet & van der Plas  Parent of Parlevliet: Rederij Samenwerking I B.V. Parent of Rederij Samenweking: Pp Groep Katwijk B.V. , Subsidiary:Industria Armatoriale Tonniera SPA",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=12913191  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22933153   google search https://www.seafoodsource.com/news/supply-trade/dutch-group-parleviet-and-van-der-plas-purchase-french-tuna-company-cfto,NA
440179000,DAGAH601,8614895,6KCF,squid_jigger,KOR,61.28,990.67,1174.14,6445.36,1240.98,4083.19,1216.65,DAGAH INDUSTRY,"1414, NAKDONGNAM-RO, SAHA-GU, BUSAN, 49427, SOUTH KOREA.",KOR,TRUE,DAGAH INDUSTRY CO LTD,GFW,DAGAH INDUSTRY CO LTD,http://www.kosfa.org/english/e_member/e_mem2.asp  https://world-ships.com/company/348b1fdae7cfc7eb8d8dd7036c040e74#.XO06q1MzaRs,DAGAH INDUSTRY CO LTD,KOR,Member of KOFA,http://www.kosfa.org/english/e_member/e_mem2.asp,NA
412420854,NINGTAI61,8778550,BZ4VY,squid_jigger,CHN,48.32,479,823.79,8464.76,2423.8,8285.27,2423.8,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHOUSHAN NINGTAI OCEAN FISH (EFFECTIVE 2013-06-07) IMO COMPANY NUMBER 4231816 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",https://macauhub.com.mo/2016/10/14/chinese-company-starts-fishing-in-timor-leste/ https://www.thestrategist.media/Not-enough-fish-in-the-sea-China-is-depleting-the-planet-s-fish-resources_a2596.html  http://www.hoovers.com/company-information/cs/company-profile.zhoushan_ningtai_blue-waters_fishery_coltd.273338f153c5478f.html   https://www.ft.com/content/e7bd4094-ff34-11e6-96f8-3700c5664d30   http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=108371        https://www.diigen.com/supplier/zhoushan-ningtai-ocean-fisheries-co-ltd-china-3966520/    https://panjiva.com/Zhoushan-Ningtai-Ocean-Fisheries-Co-Ltd/30348775          https://en.52wmb.com/supplier/24841163    https://world-ships.com/company/4be916a955a123eddbf34fe1565bfbb2#.W-8dZ5NKgWo,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
412420243,NINGTAI1,NA,BZ6VB,squid_jigger,CHN,44.98,453,698,8617.08,2812.58,8365.12,2811.44,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHOUSHAN NINGTAI OCEAN FISH (EFFECTIVE 2010-06-11) IMO COMPANY NUMBER 4231816 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",https://macauhub.com.mo/2016/10/14/chinese-company-starts-fishing-in-timor-leste/ https://www.thestrategist.media/Not-enough-fish-in-the-sea-China-is-depleting-the-planet-s-fish-resources_a2596.html  http://www.hoovers.com/company-information/cs/company-profile.zhoushan_ningtai_blue-waters_fishery_coltd.273338f153c5478f.html   https://www.ft.com/content/e7bd4094-ff34-11e6-96f8-3700c5664d30   http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=108371        https://www.diigen.com/supplier/zhoushan-ningtai-ocean-fisheries-co-ltd-china-3966520/    https://panjiva.com/Zhoushan-Ningtai-Ocean-Fisheries-Co-Ltd/30348775          https://en.52wmb.com/supplier/24841163    https://world-ships.com/company/4be916a955a123eddbf34fe1565bfbb2#.W-8dZ5NKgWo,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
273379880,LEDA212,8681379,UBRN2,squid_jigger,RUS,60.12,922,1103,6975.01,1160.55,2655.86,741.17,SCORPENA,"RUSSIA, 693000 YUZHNO-SAKHALINSK, UL. KOMSOMOLSKAYA 291B",RUS,TRUE,SCORPENA LLC,GFW,SCORPENA LLC,https://world-ships.com/company/9f15b50aafbd6d6386f205182f059287#.XBLacHeZNn4,SCORPENA LLC,RUS,NA,NA,Only one source for corporate actor
431200030,FUKUKYUMARU51,9083603,JEDU,drifting_longlines,JPN,51.2,378.48,735.28,6956.85,4686.25,6548.13,4686.25,FUKUKYU,"8-19,SAKAEMACHI,2-HOME,YAIZU-SHI,SHIZUOKA",JPN,TRUE,FUKUKYU GYOGYO,maritime connector,FUKUKYU GYOGYO CO. LTD.,http://www.hoovers.com/company-information/cs/company-profile.fukukyu_gyogyo_kk.17b6d96e93b2690a.html,FUKUKYU GYOGYO CO. LTD.,JPN,"subsidiary might exist, information not open source",NA,"Vessel Name: Checked with Marine Traffic; subsidiary might exist, information not open source"
412331126,LURONGYUANYU728,NA,BCFG3,squid_jigger,CHN,51.19,791.97,1024.15,3817.57,453.98,2925.95,451.19,RONGCHENG LIANHAI FISHERIES,"SHIDAO INDUSTRIAL PARK, 99, LONGYUE LU, SHIDAOZHEN, RONGCHENG, SHANGDONG, CHINA.",CHN,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
412329416,LURONGYUANYU326,9700366,BBKV6,drifting_longlines,CHN,38.15,255,750,6437.08,4331.11,509.67,326.7,RONGCHENG DEEP SEA FISHERIES,"140, GUANHAI DONGLU, RONGCHENG, SHANGDONG, CHINA.",CHN,TRUE,"RONGCHENG OCEAN FISHERY CO.,LTD",WCPFC,"Rongcheng Ocean Fishery Co., LTD",https://world-ships.com/company/4afdeb1296b1297bc3d9f954e58fa8ae#.XAgLLpNKjwc    http://business.abidjan.net/AL/a/54447.asp,"Rongcheng Ocean Fishery Co., LTD",CHN,"Rongcheng Ocean Fishery Co., LTD true actor",http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=sz200992&id=3086881,"Rongcheng Deep Sea Fisheries Co., Ltd. And RONGCHENG OCEAN FISHERY CO., LTD have the same address but actual address matches to only Rongcheng ocean fishery co., ltd"
416000836,SINSANCHING101,NA,BJ3951,drifting_longlines,TWN,22.9,67.09,469.98,6038.61,4825.77,5782.12,4741.38,CAI CHANG SYONG,"NO.62, CHAOLONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN,TRUE,"CAI, CHANG-SYONG",GFW,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
412420245,PUYUAN806,NA,BZ3VA,squid_jigger,CHN,44.98,495,551,8433.56,2816.31,8226.86,2816.31,ZHEJIANG ZHOUPU OCEAN FISH,"DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHEJIANG ZHOUPU OCEAN FISH (EFFECTIVE 2010-07-26) IMO COMPANY NUMBER 4232071 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,ZHEJIANG ZHOUPU OCEAN FISHERIES CO LTD,https://world-ships.net/company/c3058e92dec9a42ccead1cb2c86fff6e#.XAH1J5NKjwc   http://www.hoovers.com/company-information/cs/company-profile.zhejiang_zhoupu_blue-waters_fishery_coltd.69e66708795974b4.html,"Zhejiang Zhoupu Ocean Fisheries Co., Ltd",CHN,NA,NA,Hoovers website is for aquaculture but is a fishery: Vessel Name: Checked with Marine Traffic
412330102,LURONGYUANYU616,9812987,BBKG6,drifting_longlines,CHN,40.17,316,749.87,5955.48,3984.71,5129.03,3959.97,SHANDONG LIDAO OCEANIC TECHNOLOGY,RONGCHENGSHANDONG,CHN,TRUE,SHANDONG LIDAO OCEANIC,GFW,Shandong Lidao Oceanic Technology Co Ltd,http://en.shizaobao.cn/   https://www.bloomberg.com/profiles/companies/0476767D:CH-shandong-lidao-ocean-technology-co-ltd    https://panjiva.com/Shandong-Lidao-Oceanic-Technology-Co-Ltd/26596983    https://www.bloomberg.com/profiles/companies/1400152D:CH-shandong-lidao-oceanic-technology-co-ltd    https://cn.kompass.com/c/shandong-lidao-oceanic-technology-co-ltd/cn218315/   https://world-ships.net/company/b55f4ae973949978d176ae722ba9031d#.XQhFntNKjaY,Shandong Lidao Oceanic Technology Co Ltd,CHN,NA,NA,NA
224043560,AMEAL,9168910,EAQD,drifting_longlines,ESP,29.3,259,444.39,7068.01,3740.12,6264.77,3708.72,PESQUERAS AMEVID,OLIVA 84 C.P. 36780 LA GUARDIA PONTEVEDRA,ESP,TRUE,PESQUERAS AMEVID S.L.,IOTC: http://www.iotc.org/vessels/history/88910,PESQUERAS AMEVID S.L.,https://es.kompass.com/c/pesquerias-amevid-s-l/es1261647/,PESQUERAS AMEVID S.L.,ESP,affiliated with ORPAGU Organizacion de Palangreros Guardeses,https://www.orpagu.com/or-pa-gu/flota/  http://www.hoovers.com/company-information/cs/company-profile.organizacion_de_productores_de_palangreros_guardeses.1c58d1fb8066b15f.html https://fis.com/fis/companies/details.asp?l=s&company_id=71825  https://www.orpagu.com/,NA
412329682,LUWENYUANYU177,NA,BCFF3,squid_jigger,CHN,70.97,1577,3051.64,2093.17,52.26,1331.64,51.76,WENDENG KUN AN FISHERIES,"WENDENG, SHANDONG, CHINA.",CHN,TRUE,WENDENG KUN'AN FISHERY CO LTD,GFW,"Wendeng Kunan Aquatic Products Co., Ltd",https://panjiva.com/Wendeng-Kunan-Aquatic-Products-Co-Ltd/30402039  https://world-ships.net/company/6abc260907163d93fb646df089f0bdee  http://www.chaojixinxi.com/waimaogongsi/show.php?id=361579,"Wendeng Kunan Aquatic Products Co., Ltd",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
367128430,SEAMOON1,8854445,WDI3527,drifting_longlines,USA,23.44,118.68,387.92,7601.21,3601.07,3537.9,2538.7,SEN FISHING CO,"1479, KINA STREET, KAILUA HI 96734-3728, USA.",USA,TRUE,"SEN FISHING CO., LLC",WCPFC,"SEN FISHING CO., LLC",https://opencorporates.com/companies/us_hi/133516C5   https://world-ships.net/company/47d58c7f75eb6d6937aa33f14543e27e#.XAGS5ZNKjwc,"SEN FISHING CO., LLC",USA,"Part of the Hawaii Longline Association: Potentially affiliated with SAIGON-MEKONG FISHERY CO.,LTD. Through agent Sen Huynh",http://files.hawaii.gov/ethics/orgexp/2017/ORG-1958-2017-01_Kfx10-14380.pdf    http://www.tradelead.com/suppliers/53622/SAIGON_MEKONG_FISHERY_CO_LTD.html,NA
316002911,NAUTICALLEGEND,NA,NA,drifting_longlines,CAN,24.82,190,508.59,2755.35,1123.82,209.11,197.18,NA,NA,NA,FALSE,LCP NAUTICAL INC.,Government of Canada,LCP NAUTICAL INC.,https://world-ships.com/company/267c137b97fe3d136307b3f5cf0706c9#.XPMdjFNKhn4  https://www.manta.com/ic/mtq8y1f/ca/lcp-nautical-inc  http://www.hoovers.com/company-information/cs/company-profile.lcp_nautical_inc.82e4630d12399bf8.html,LCP NAUTICAL INC.,CAN,NA,NA,NA
